Slide,CTA_ID,CTA_ROI,CTA_segment,WTA_ID,WTA_ROI,WTA_segment
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G02,13,PanCK,DSP-1001250001621-G09,13,PanCK
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G03,13,Syto13,DSP-1001250001621-G10,13,Syto13
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G04,14,PanCK,DSP-1001250001621-G11,14,PanCK
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G05,14,Syto13,DSP-1001250001621-G12,14,Syto13
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G06,15,PanCK,DSP-1001250001621-H01,15,PanCK
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G07,15,Syto13,DSP-1001250001621-H02,15,Syto13
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G08,16,PanCK,DSP-1001250001621-H03,16,PanCK
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G09,16,Syto13,DSP-1001250001621-H04,16,Syto13
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G10,17,PanCK,DSP-1001250001621-H05,17,PanCK
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G11,17,Syto13,DSP-1001250001621-H06,17,Syto13
S28-LUL_SARSCoV2PROT,DSP-1001250001622-G12,18,PanCK,DSP-1001250001621-H07,18,PanCK
S28-LUL_SARSCoV2PROT,DSP-1001250001622-H01,18,Syto13,DSP-1001250001621-H08,18,Syto13
S28-LUL_SARSCoV2PROT,DSP-1001250001622-H02,19,PanCK,DSP-1001250001621-H09,19,PanCK
S28-LUL_SARSCoV2PROT,DSP-1001250001622-H03,19,Syto13,DSP-1001250001621-H10,19,Syto13
S01-A26-011,,,,DSP-1001660004763-C02,1,Syto13
S01-A26-011,,,,DSP-1001660004763-C03,2,PanCK
S01-A26-011,,,,DSP-1001660004763-C04,2,Syto13
S01-A26-011,,,,DSP-1001660004763-C05,3,PanCK
S01-A26-011,,,,DSP-1001660004763-C06,3,Syto13
S01-A26-011,,,,DSP-1001660004763-C07,4,PanCK
S01-A26-011,,,,DSP-1001660004763-C08,4,Syto13
S01-A26-011,,,,DSP-1001660004763-C09,5,Syto13
S01-A26-011,,,,DSP-1001660004763-C10,6,Syto13
S01-A26-011,,,,DSP-1001660004763-C11,7,Syto13
S01-A26-011,,,,DSP-1001660004763-C12,8,Syto13
S01-A26-011,,,,DSP-1001660004763-D01,9,PanCK
S01-A26-011,,,,DSP-1001660004763-D02,9,Syto13
S01-A26-011,,,,DSP-1001660004763-D03,10,PanCK
S01-A26-011,,,,DSP-1001660004763-D04,10,Syto13
S01-A26-011,,,,DSP-1001660004763-D05,11,PanCK
S01-A26-011,,,,DSP-1001660004763-D06,11,Syto13
S01-A26-011,,,,DSP-1001660004763-D07,12,Syto13
S01-A26-011,,,,DSP-1001660004763-D08,13,PanCK
S01-A26-011,,,,DSP-1001660004763-D09,13,Syto13
S01-A26-011,,,,DSP-1001660004763-D10,14,PanCK
S01-A26-011,,,,DSP-1001660004763-D11,14,Syto13
S01-A26-011,,,,DSP-1001660004763-D12,15,PanCK
S01-A26-011,,,,DSP-1001660004763-E01,15,Syto13
S02-A23-011,,,,DSP-1001660004763-E02,1,PanCK
S02-A23-011,,,,DSP-1001660004763-E03,1,Syto13
S02-A23-011,,,,DSP-1001660004763-E04,2,Syto13
S02-A23-011,,,,DSP-1001660004763-E05,3,PanCK
S02-A23-011,,,,DSP-1001660004763-E06,3,Syto13
S02-A23-011,,,,DSP-1001660004763-E07,4,Syto13
S02-A23-011,,,,DSP-1001660004763-E08,5,PanCK
S02-A23-011,,,,DSP-1001660004763-E09,5,Syto13
S02-A23-011,,,,DSP-1001660004763-E10,6,PanCK
S02-A23-011,,,,DSP-1001660004763-E11,6,Syto13
S02-A23-011,,,,DSP-1001660004763-E12,7,Syto13
S02-A23-011,,,,DSP-1001660004763-F01,8,Syto13
S02-A23-011,,,,DSP-1001660004763-F02,9,Syto13
S02-A23-011,,,,DSP-1001660004763-F03,10,PanCK
S02-A23-011,,,,DSP-1001660004763-F04,10,Syto13
S02-A23-011,,,,DSP-1001660004763-F05,11,PanCK
S02-A23-011,,,,DSP-1001660004763-F06,11,Syto13
S02-A23-011,,,,DSP-1001660004763-F07,12,Syto13
S02-A23-011,,,,DSP-1001660004763-F08,13,Syto13
S02-A23-011,,,,DSP-1001660004763-F09,15,PanCK
S02-A23-011,,,,DSP-1001660004763-F10,15,Syto13
S02-A23-011,,,,DSP-1001660004763-F11,16,PanCK
S02-A23-011,,,,DSP-1001660004763-F12,16,Syto13
S03-A14-003,DSP-1001660004765-A02,1,COVID-,,,
S03-A14-003,DSP-1001660004765-A03,2,COVID+,,,
S03-A14-003,DSP-1001660004765-A04,2,COVID-,,,
S03-A14-003,DSP-1001660004765-A05,3,COVID+,,,
S03-A14-003,DSP-1001660004765-A06,3,COVID-,,,
S03-A14-003,DSP-1001660004765-A07,4,COVID-,,,
S03-A14-003,DSP-1001660004765-A08,5,COVID+,,,
S03-A14-003,DSP-1001660004765-A09,5,COVID-,,,
S03-A14-003,DSP-1001660004765-A10,6,COVID-,,,
S03-A14-003,DSP-1001660004765-A11,7,COVID+,,,
S03-A14-003,DSP-1001660004765-A12,7,COVID-,,,
S03-A14-003,DSP-1001660004765-B01,8,COVID-,,,
S03-A14-003,DSP-1001660004765-B02,13,COVID-,,,
S03-A14-003,DSP-1001660004765-B03,17,COVID+,,,
S03-A14-003,DSP-1001660004765-B04,17,COVID-,,,
S03-A14-003,DSP-1001660004765-B05,24,COVID-,,,
S03-A14-003,DSP-1001660004765-B06,25,COVID-,,,
S03-A14-003,DSP-1001660004765-B07,26,COVID+,,,
S03-A14-003,DSP-1001660004765-B08,26,COVID-,,,
S03-A14-003,DSP-1001660004765-B09,27,COVID-,,,
S03-A14-003,DSP-1001660004765-B11,29,COVID-,,,
S03-A14-003,DSP-1001660004765-B12,30,COVID-,,,
S03-A14-003,DSP-1001660004765-C01,31,COVID-,,,
S03-A14-003,DSP-1001660004765-C02,32,COVID-,,,
